Hierarchy,Id,Term,ChangeType,DescriptionId,Priority,
Body structure (body structure),5014008,Leydig cell tumor&#44; benign -Prev.pref: Leydig cell tumour&#44; benign,Preferred change,194905016,47
Body structure (body structure),5204005,Superior ileocaecal recess -Prev.pref: Superior ileocecal recess,Preferred change,9720013,47
Body structure (body structure),5347008,Synaptic specialisation&#44; cytoplasmic -Prev.pref: Synaptic specialization&#44; cytoplasmic,Preferred change,9954018,47
Body structure (body structure),5399005,Dissecting haemorrhage -Prev.pref: Dissecting hemorrhage,Preferred change,10030019,47
Body structure (body structure),5480000,Canalised thrombus -Prev.pref: Canalized thrombus,Preferred change,10154014,47
Body structure (body structure),6110005,Structure of facial nerve parasympathetic fibers -Prev.pref: Structure of facial nerve parasympathetic fibres,Preferred change,498934019,47
Body structure (body structure),6492006,Klatskin's tumor -Prev.pref: Klatskin's tumour,Preferred change,195018017,47
Body structure (body structure),6780007,Haemoglobin cast -Prev.pref: Hemoglobin cast,Preferred change,12238011,47
Body structure (body structure),7003006,Chronic haemorrhage -Prev.pref: Chronic hemorrhage,Preferred change,12561014,47
Body structure (body structure),7078001,Haemosiderin pigmentation -Prev.pref: Hemosiderin pigmentation,Preferred change,12677019,47
Body structure (body structure),7117004,Fetal implantation site structure -Prev.pref: Foetal implantation site structure,Preferred change,2794922015,47
Body structure (body structure),7532001,Structure of vagus nerve parasympathetic fibers -Prev.pref: Structure of vagus nerve parasympathetic fibres,Preferred change,502979017,47
Body structure (body structure),7643002,Calcified haematoma -Prev.pref: Calcified hematoma,Preferred change,13633017,47
Body structure (body structure),7911004,Olivocerebellar fibers -Prev.pref: Olivocerebellar fibres,Preferred change,504017014,47
Body structure (body structure),7939003,Localised oedema -Prev.pref: Localized edema,Preferred change,14133012,47
Body structure (body structure),8145008,Mixed tumor&#44; malignant -Prev.pref: Mixed tumour&#44; malignant,Preferred change,504699012,47
Body structure (body structure),8241005,Haemolymphangioma -Prev.pref: Hemolymphangioma,Preferred change,14601016,47
Body structure (body structure),8276007,Balloon cell naevus -Prev.pref: Balloon cell nevus,Preferred change,14651014,47
Body structure (body structure),8573003,Acute haemorrhage -Prev.pref: Acute hemorrhage,Preferred change,15146014,47
Body structure (body structure),9120004,Cell to cell relationship&#44; characterised by absence of adhesion specialisations -Prev.pref: Cell to cell relationship&#44; characterized by absence of adhesion specializations,Preferred change,16049014,47
Body structure (body structure),9155002,Squamous odontogenic tumor -Prev.pref: Squamous odontogenic tumour,Preferred change,195199012,47
Body structure (body structure),9729005,Blue edema -Prev.pref: Blue oedema,Preferred change,512765010,47
Body structure (body structure),9816001,Leukedema -Prev.pref: Leukoedema,Preferred change,17147018,47
Body structure (body structure),9881001,Peripheral nerve myelinated nerve fiber -Prev.pref: Peripheral nerve myelinated nerve fibre,Preferred change,513172011,47
Body structure (body structure),9970000,Structure of ileocaecal ostium -Prev.pref: Structure of ileocecal ostium,Preferred change,513412013,47
Body structure (body structure),10069009,Giant cell tumor of bone&#44; malignant -Prev.pref: Giant cell tumour of bone&#44; malignant,Preferred change,225331014,47
Body structure (body structure),10208006,Gynaecoid pelvis -Prev.pref: Gynecoid pelvis,Preferred change,17786010,47
Body structure (body structure),10291008,Giant pigmented naevus -Prev.pref: Giant pigmented nevus,Preferred change,17924015,47
Body structure (body structure),10438002,Glomus tumor -Prev.pref: Glomus tumour,Preferred change,195278019,47
Body structure (body structure),11031006,Deep transverse fibers of pons -Prev.pref: Deep transverse fibres of pons,Preferred change,348818018,47
Body structure (body structure),11071001,Racemose haemangioma -Prev.pref: Racemose hemangioma,Preferred change,19183016,47
Body structure (body structure),11099005,Epithelioid cell naevus -Prev.pref: Epithelioid cell nevus,Preferred change,19231018,47
Body structure (body structure),11135000,Cell to cell relationship&#44; characterised by alternating areas of cell contact and separation -Prev.pref: Cell to cell relationship&#44; characterized by alternating areas of cell contact and separation,Preferred change,19294012,47
Body structure (body structure),11506001,Hilus cell tumor -Prev.pref: Hilus cell tumour,Preferred change,195373013,47
Body structure (body structure),11788001,Ileocaecal recess structure -Prev.pref: Ileocecal recess structure,Preferred change,439532018,47
Body structure (body structure),11899006,Structure of esophageal lymph node -Prev.pref: Structure of oesophageal lymph node,Preferred change,450245016,47
Body structure (body structure),12169001,Granular cell tumor -Prev.pref: Granular cell tumour,Preferred change,195436011,47
Body structure (body structure),12352006,Striatostriatal fibers of internal capsule -Prev.pref: Striatostriatal fibres of internal capsule,Preferred change,472351019,47
Body structure (body structure),12540003,Muscle fiber atrophy&#44; type II -Prev.pref: Muscle fibre atrophy&#44; type II,Preferred change,473503015,47
Body structure (body structure),12620004,Structure of glossopharyngeal nerve parasympathetic fibers -Prev.pref: Structure of glossopharyngeal nerve parasympathetic fibres,Preferred change,473649019,47
Body structure (body structure),12922005,Structure of diencephalic periventricular fibers -Prev.pref: Structure of diencephalic periventricular fibres,Preferred change,474756013,47
Body structure (body structure),12933008,Sweat gland tumor -Prev.pref: Sweat gland tumour,Preferred change,195491016,47
Body structure (body structure),13018008,Neovascularisation -Prev.pref: Neovascularization,Preferred change,22290015,47
Body structure (body structure),13050003,Structure of purkinje fibers -Prev.pref: Structure of purkinje fibres,Preferred change,474960015,47
Body structure (body structure),13071008,Mesonephric tumor -Prev.pref: Mesonephric tumour,Preferred change,195506017,47
Body structure (body structure),13238004,Granular cell tumor&#44; malignant -Prev.pref: Granular cell tumour&#44; malignant,Preferred change,195530015,47
Body structure (body structure),13458000,Structure of oculomotor nerve parasympathetic fibers -Prev.pref: Structure of oculomotor nerve parasympathetic fibres,Preferred change,475315018,47
Body structure (body structure),13825000,Entire vagus nerve parasympathetic fibers to pulmonary plexus -Prev.pref: Entire vagus nerve parasympathetic fibres to pulmonary plexus,Preferred change,475525012,47
Body structure (body structure),14198001,Melanosome&#44; incompletely melanised -Prev.pref: Melanosome&#44; incompletely melanized,Preferred change,24161019,47
Body structure (body structure),14317002,Acute myeloid leukaemia&#44; M6 type -Prev.pref: Acute myeloid leukemia&#44; M6 type,Preferred change,199972015,47
Body structure (body structure),14374004,Structure of lymphatic vessel of esophagus -Prev.pref: Structure of lymphatic vessel of oesophagus,Preferred change,1772563013,47
Body structure (body structure),14442007,Generalised keratoacanthoma -Prev.pref: Generalized keratoacanthoma,Preferred change,24553016,47
Body structure (body structure),14658004,Tectoreticular fibers -Prev.pref: Tectoreticular fibres,Preferred change,476499017,47
Body structure (body structure),14906008,Apical region of polarised cell -Prev.pref: Apical region of polarized cell,Preferred change,25315015,47
Body structure (body structure),16566002,Phyllodes tumor&#44; benign -Prev.pref: Phyllodes tumour&#44; benign,Preferred change,195774016,47
Body structure (body structure),16612003,Structure of parasympathetic fibers to external genitalia -Prev.pref: Structure of parasympathetic fibres to external genitalia,Preferred change,477864016,47
Body structure (body structure),16733004,Structure of germinal center of lymph node -Prev.pref: Structure of germinal centre of lymph node,Preferred change,477921010,47
Body structure (body structure),16822006,Malignant carotid body tumor -Prev.pref: Malignant carotid body tumour,Preferred change,195787010,47
Body structure (body structure),17201003,Spillage of faeces -Prev.pref: Spillage of feces,Preferred change,29084013,47
Body structure (body structure),17788007,Acute myeloid leukaemia -Prev.pref: Acute myeloid leukemia,Preferred change,30055018,47
Body structure (body structure),17930004,Neuronaevus -Prev.pref: Neuronevus,Preferred change,30285016,47
Body structure (body structure),18048008,Squamous cell carcinoma&#44; keratinising -Prev.pref: Squamous cell carcinoma&#44; keratinizing,Preferred change,30491017,47
Body structure (body structure),18174004,Brown edema -Prev.pref: Brown oedema,Preferred change,478504011,47
Body structure (body structure),18272009,Entire inferior haemorrhoidal vein -Prev.pref: Entire inferior hemorrhoidal vein,Preferred change,478533012,47
Body structure (body structure),18457007,Haemolymph node -Prev.pref: Hemolymph node,Preferred change,31144011,47
Body structure (body structure),18642005,Adhesion specialisation between mitochondria -Prev.pref: Adhesion specialization between mitochondria,Preferred change,31430014,47
Body structure (body structure),18727002,C cell tumor -Prev.pref: C cell tumour,Preferred change,195930013,47
Body structure (body structure),18861007,Granulosa cell tumor&#44; malignant -Prev.pref: Granulosa cell tumour&#44; malignant,Preferred change,195937011,47
Body structure (body structure),19000002,Structure of middle third of esophagus -Prev.pref: Structure of middle third of oesophagus,Preferred change,478958013,47
Body structure (body structure),19897006,Malignant peripheral nerve sheath tumor -Prev.pref: Malignant peripheral nerve sheath tumour,Preferred change,480077019,47
Body structure (body structure),19898001,Inferior esophageal sphincter structure -Prev.pref: Inferior oesophageal sphincter structure,Preferred change,480080018,47
Body structure (body structure),20108002,Intramural haemorrhage -Prev.pref: Intramural hemorrhage,Preferred change,33837012,47
Body structure (body structure),20351009,Adnexal naevus -Prev.pref: Adnexal nevus,Preferred change,34220019,47
Body structure (body structure),20774006,Re-epithelialisation -Prev.pref: Re-epithelialization,Preferred change,34952014,47
Body structure (body structure),20985003,Verrucous keratotic haemangioma -Prev.pref: Verrucous keratotic hemangioma,Preferred change,35280012,47
Body structure (body structure),21119008,Pigmented naevus -Prev.pref: Pigmented nevus,Preferred change,35495012,47
Body structure (body structure),21139007,Organisation -Prev.pref: Organization,Preferred change,35530019,47
Body structure (body structure),22197008,Burkitt cell leukaemia -Prev.pref: Burkitt cell leukemia,Preferred change,196172018,47
Body structure (body structure),22222002,Muscle fiber small group atrophy -Prev.pref: Muscle fibre small group atrophy,Preferred change,481264011,47
Body structure (body structure),22228003,Carcinoid tumor of uncertain malignant potential -Prev.pref: Carcinoid tumour of uncertain malignant potential,Preferred change,481266013,47
Body structure (body structure),22331004,Acute monocytic leukaemia -Prev.pref: Acute monocytic leukemia,Preferred change,37494010,47
Body structure (body structure),22763007,Structure of frenulum of ileocaecal valve -Prev.pref: Structure of frenulum of ileocecal valve,Preferred change,481418015,47
Body structure (body structure),22858003,Connective tissue naevus -Prev.pref: Connective tissue nevus,Preferred change,38370011,47
Body structure (body structure),23153004,Ileocaecal valve structure -Prev.pref: Ileocecal valve structure,Preferred change,481529018,47
Body structure (body structure),23284005,Structure of cerebral association fiber -Prev.pref: Structure of cerebral association fibre,Preferred change,3463578019,47
Body structure (body structure),23539007,Organising haematoma -Prev.pref: Organizing hematoma,Preferred change,39532017,47
Body structure (body structure),24072005,Acute leukaemia -Prev.pref: Acute leukemia,Preferred change,40406018,47
Body structure (body structure),24421006,Subcapsular haemorrhage -Prev.pref: Subcapsular hemorrhage,Preferred change,40962010,47
Body structure (body structure),24481008,Hypersegmented leucocyte -Prev.pref: Hypersegmented leukocyte,Preferred change,41056013,47
Body structure (body structure),24696004,Esophageal venous plexus -Prev.pref: Oesophageal venous plexus,Preferred change,481987010,47
Body structure (body structure),24815001,Sertoli cell tumor with lipid storage -Prev.pref: Sertoli cell tumour with lipid storage,Preferred change,482023012,47
Body structure (body structure),24843005,Synaptic membrane specialisation&#44; presynaptic -Prev.pref: Synaptic membrane specialization&#44; presynaptic,Preferred change,41633017,47
Body structure (body structure),25201003,Epidermal naevus -Prev.pref: Epidermal nevus,Preferred change,42234016,47
Body structure (body structure),25271004,Cardio-oesophageal junction structure -Prev.pref: Cardioesophageal junction structure,Preferred change,482892011,47
Body structure (body structure),25371002,High level estrogen effect present -Prev.pref: High level oestrogen effect present,Preferred change,482914012,47
Body structure (body structure),25483004,Structure of ileocaecal fold -Prev.pref: Structure of ileocecal fold,Preferred change,482960014,47
Body structure (body structure),25499005,Seborrheic keratosis -Prev.pref: Seborrhoeic keratosis,Preferred change,42755015,47
Body structure (body structure),26319003,Vagus nerve celiac branch -Prev.pref: Vagus nerve coeliac branch,Preferred change,2642497011,47
Body structure (body structure),26325004,Magnocellular naevus -Prev.pref: Magnocellular nevus,Preferred change,44090015,47
Body structure (body structure),26331001,Structure of circular fibers of ciliary muscle -Prev.pref: Structure of circular fibres of ciliary muscle,Preferred change,483181018,47
Body structure (body structure),26375002,Synaptic membrane specialisation -Prev.pref: Synaptic membrane specialization,Preferred change,44180013,47
Body structure (body structure),26751004,Organising inflammation -Prev.pref: Organizing inflammation,Preferred change,44778010,47
Body structure (body structure),26765002,Basal region of polarised cell -Prev.pref: Basal region of polarized cell,Preferred change,44806018,47
Body structure (body structure),26888009,Odontogenic tumor&#44; malignant -Prev.pref: Odontogenic tumour&#44; malignant,Preferred change,196566014,47
Body structure (body structure),27058005,Necrotising granulomatous inflammation -Prev.pref: Necrotizing granulomatous inflammation,Preferred change,45263011,47
Body structure (body structure),27078002,Papillary cystic tumor -Prev.pref: Papillary cystic tumour,Preferred change,196582010,47
Body structure (body structure),27478008,Structure of center of face -Prev.pref: Structure of centre of face,Preferred change,483545012,47
Body structure (body structure),27890004,Cervical mucous arborisation -Prev.pref: Cervical mucous arborization,Preferred change,46680014,47
Body structure (body structure),28158005,Structure of haemorrhoidal zone -Prev.pref: Structure of hemorrhoidal zone,Preferred change,483770010,47
Body structure (body structure),28208008,Edematous infarct -Prev.pref: Oedematous infarct,Preferred change,47220012,47
Body structure (body structure),28377002,Structure of fetal ossification center -Prev.pref: Structure of foetal ossification centre,Preferred change,2793340017,47
Body structure (body structure),28569002,Muscle fiber change -Prev.pref: Muscle fibre change,Preferred change,483914019,47
Body structure (body structure),28950004,Acute promyelocytic leukaemia -Prev.pref: Acute promyelocytic leukemia,Preferred change,48471014,47
Body structure (body structure),29370006,Phaeochromocytoma&#44; malignant -Prev.pref: Pheochromocytoma&#44; malignant,Preferred change,49140019,47
Body structure (body structure),29667002,Inferior ileocaecal recess -Prev.pref: Inferior ileocecal recess,Preferred change,49627011,47
Body structure (body structure),30098003,Hyperaemia -Prev.pref: Hyperemia,Preferred change,50361016,47
Body structure (body structure),30119008,Specialised cilium or flagellum -Prev.pref: Specialized cilium or flagellum,Preferred change,50400016,47
Body structure (body structure),30213001,Lymphatic edema -Prev.pref: Lymphatic oedema,Preferred change,484518016,47
Body structure (body structure),30494009,Junctional naevus -Prev.pref: Junctional nevus,Preferred change,51028013,47
Body structure (body structure),30649006,Basal cell tumor -Prev.pref: Basal cell tumour,Preferred change,196804015,47
Body structure (body structure),30679004,Oblique fibers of gastric muscularis -Prev.pref: Oblique fibres of gastric muscularis,Preferred change,484678015,47
Body structure (body structure),30699005,Carotid body tumor -Prev.pref: Carotid body tumour,Preferred change,196806018,47
Body structure (body structure),30713000,Hypernephroid tumor -Prev.pref: Hypernephroid tumour,Preferred change,196809013,47
Body structure (body structure),30817008,Esophageal submucosa structure -Prev.pref: Oesophageal submucosa structure,Preferred change,484711012,47
Body structure (body structure),30962008,Acute myelomonocytic leukaemia -Prev.pref: Acute myelomonocytic leukemia,Preferred change,51838016,47
Body structure (body structure),31104000,Haemangioendothelioma&#44; benign -Prev.pref: Hemangioendothelioma&#44; benign,Preferred change,52060019,47
Body structure (body structure),31296004,Granulosa cell-theca cell tumor -Prev.pref: Granulosa cell-theca cell tumour,Preferred change,484834010,47
Body structure (body structure),31816008,Adhesion specialisation between lysosomes -Prev.pref: Adhesion specialization between lysosomes,Preferred change,53161011,47
Body structure (body structure),31980008,Necrotising inflammation -Prev.pref: Necrotizing inflammation,Preferred change,53434019,47
Body structure (body structure),32037004,Glomus jugulare tumor -Prev.pref: Glomus jugulare tumour,Preferred change,485109016,47
Body structure (body structure),32280000,Lymphoid leukaemia -Prev.pref: Lymphoid leukemia,Preferred change,53927010,47
Body structure (body structure),32525006,Fatty naevus -Prev.pref: Fatty nevus,Preferred change,54315013,47
Body structure (body structure),32713005,Caecum structure -Prev.pref: Cecum structure,Preferred change,485305018,47
Body structure (body structure),32837003,Haemangioblastomatosis -Prev.pref: Hemangioblastomatosis,Preferred change,54802012,47
Body structure (body structure),32844007,Mixed germ cell tumor -Prev.pref: Mixed germ cell tumour,Preferred change,196959015,47
Body structure (body structure),32849002,Esophageal structure -Prev.pref: Oesophageal structure,Preferred change,485334012,47
Body structure (body structure),32884003,Haematin pigmentation -Prev.pref: Hematin pigmentation,Preferred change,54886012,47
Body structure (body structure),33125008,Haematoidin pigmentation -Prev.pref: Hematoidin pigmentation,Preferred change,55283016,47
Body structure (body structure),33176006,Haemangioendothelioma&#44; malignant -Prev.pref: Hemangioendothelioma&#44; malignant,Preferred change,55363015,47
Body structure (body structure),33377007,Cavernous haemangioma -Prev.pref: Cavernous hemangioma,Preferred change,55701018,47
Body structure (body structure),33385003,Generalised recession -Prev.pref: Generalized recession,Preferred change,55714017,47
Body structure (body structure),33929001,Epithelioid haemangioma -Prev.pref: Epithelioid hemangioma,Preferred change,56646017,47
Body structure (body structure),34110004,Sertoli-Leydig cell tumor&#44; well differentiated -Prev.pref: Sertoli-Leydig cell tumour&#44; well differentiated,Preferred change,485748014,47
Body structure (body structure),34132008,Structure of cricesophageal tendon -Prev.pref: Structure of crico-oesophageal tendon,Preferred change,485755011,47
Body structure (body structure),34418003,Glandular necrotising metaplasia -Prev.pref: Glandular necrotizing metaplasia,Preferred change,57452018,47
Body structure (body structure),34823008,Tumor necrosis -Prev.pref: Tumour necrosis,Preferred change,58121012,47
Body structure (body structure),34899004,Structure of esophageal gland -Prev.pref: Structure of oesophageal gland,Preferred change,485990014,47
Body structure (body structure),35050005,Entire middle haemorrhoidal vein -Prev.pref: Entire middle hemorrhoidal vein,Preferred change,486043016,47
Body structure (body structure),35073002,Inflammatory pseudotumor -Prev.pref: Inflammatory pseudotumour,Preferred change,486051018,47
Body structure (body structure),35428002,Structure of parasympathetic fibers to bladder -Prev.pref: Structure of parasympathetic fibres to bladder,Preferred change,486155012,47
Body structure (body structure),35562000,Waldenstrom's macroglobulinaemia -Prev.pref: Waldenstrom's macroglobulinemia,Preferred change,59333016,47
Body structure (body structure),35566002,Haematoma -Prev.pref: Hematoma,Preferred change,59338013,47
Body structure (body structure),35701008,Haemangioblastic meningioma -Prev.pref: Hemangioblastic meningioma,Preferred change,59548014,47
Body structure (body structure),35718007,Squamous cell carcinoma&#44; small cell&#44; nonkeratinising -Prev.pref: Squamous cell carcinoma&#44; small cell&#44; nonkeratinizing,Preferred change,59575019,47
Body structure (body structure),36060005,Haemangiopericytoma -Prev.pref: Hemangiopericytoma,Preferred change,60174016,47
Body structure (body structure),36373003,Muscle fiber hypertrophy&#44; type II -Prev.pref: Muscle fibre hypertrophy&#44; type II,Preferred change,486430010,47
Body structure (body structure),36414003,Structure of exocelomic membrane -Prev.pref: Structure of exocoelomic membrane,Preferred change,486439011,47
Body structure (body structure),36486006,Specialised subunit or derivative of cilium or flagellum&#44; not bacterial -Prev.pref: Specialized subunit or derivative of cilium or flagellum&#44; not bacterial,Preferred change,60903012,47
Body structure (body structure),37279009,Amyloid tumor -Prev.pref: Amyloid tumour,Preferred change,197259018,47
Body structure (body structure),37387007,Cell to cell relationship&#44; characterised by presence of adhesion specialisations -Prev.pref: Cell to cell relationship&#44; characterized by presence of adhesion specializations,Preferred change,62374018,47
Body structure (body structure),37585003,Chronic necrotising inflammation -Prev.pref: Chronic necrotizing inflammation,Preferred change,62691010,47
Body structure (body structure),37810007,Myeloid leukaemia -Prev.pref: Myeloid leukemia,Preferred change,189034012,47
Body structure (body structure),38069001,Metaplastic keratinisation -Prev.pref: Metaplastic keratinization,Preferred change,64645018,47
Body structure (body structure),38640009,Anaemic infarct -Prev.pref: Anemic infarct,Preferred change,65070013,47
Body structure (body structure),39000009,Haemangiosarcoma -Prev.pref: Hemangiosarcoma,Preferred change,65415015,47
Body structure (body structure),39037003,Target fibers -Prev.pref: Target fibres,Preferred change,491893018,47
Body structure (body structure),39577004,Tumor cells&#44; uncertain whether benign or malignant -Prev.pref: Tumour cells&#44; uncertain whether benign or malignant,Preferred change,66377010,47
Body structure (body structure),39781001,Primitive neuroectodermal tumor -Prev.pref: Primitive neuroectodermal tumour,Preferred change,197484018,47
Body structure (body structure),39892006,Mucoepidermoid tumor [obs] -Prev.pref: Mucoepidermoid tumour,Preferred change,197495012,47
Body structure (body structure),40120000,Nigrostriate fibers -Prev.pref: Nigrostriate fibres,Preferred change,492449014,47
Body structure (body structure),40215006,Muscle fiber atrophy&#44; type I -Prev.pref: Muscle fibre atrophy&#44; type I,Preferred change,492490012,47
Body structure (body structure),40459000,Malignant mixed tumor&#44; carcinomatous type -Prev.pref: Malignant mixed tumour&#44; carcinomatous type,Preferred change,197503012,47
Body structure (body structure),40506000,Elastic fiber&#44; microfilamentous component -Prev.pref: Elastic fibre&#44; microfilamentous component,Preferred change,2817145013,47
Body structure (body structure),40508004,Structure of vagus nerve esophageal branch -Prev.pref: Structure of vagus nerve oesophageal branch,Preferred change,2642810015,47
Body structure (body structure),40629000,Basal or external lamina of specialised cell or tissue -Prev.pref: Basal or external lamina of specialized cell or tissue,Preferred change,67773015,47
Body structure (body structure),40724001,Structure of haemorrhoidal plexus -Prev.pref: Structure of hemorrhoidal plexus,Preferred change,492751012,47
Body structure (body structure),40761005,Lipid cell tumor of ovary -Prev.pref: Lipid cell tumour of ovary,Preferred change,492772010,47
Body structure (body structure),40798006,Broncho-oesophageal artery -Prev.pref: Bronchoesophageal artery,Preferred change,68049018,47
Body structure (body structure),40829002,Acute edema -Prev.pref: Acute oedema,Preferred change,492800011,47
Body structure (body structure),40871001,Distinctive surface process of specialised cell -Prev.pref: Distinctive surface process of specialized cell,Preferred change,68169013,47
Body structure (body structure),41173008,Ruptured haemorrhagic cyst -Prev.pref: Ruptured hemorrhagic cyst,Preferred change,68682016,47
Body structure (body structure),41559005,Entire precaecal lymph node -Prev.pref: Entire prececal lymph node,Preferred change,493022010,47
Body structure (body structure),42091004,Muscle fiber hypertrophy -Prev.pref: Muscle fibre hypertrophy,Preferred change,493204018,47
Body structure (body structure),42194009,Brenner tumor&#44; malignant -Prev.pref: Brenner tumour&#44; malignant,Preferred change,197615017,47
Body structure (body structure),42535003,Epithelial tumor&#44; benign -Prev.pref: Epithelial tumour&#44; benign,Preferred change,197648017,47
Body structure (body structure),42889006,Cell to cell relationship&#44; characterised by interdigitation -Prev.pref: Cell to cell relationship&#44; characterized by interdigitation,Preferred change,71577011,47
Body structure (body structure),42991002,Medulla oblongata internal arcuate fibers -Prev.pref: Medulla oblongata internal arcuate fibres,Preferred change,493500011,47
Body structure (body structure),42997003,Hyposegmented leucocyte -Prev.pref: Hyposegmented leukocyte,Preferred change,71737018,47
Body structure (body structure),43865008,Acute haemorrhagic inflammation -Prev.pref: Acute hemorrhagic inflammation,Preferred change,73138013,47
Body structure (body structure),43932001,Deposition of sugar cane fibers -Prev.pref: Deposition of sugar cane fibres,Preferred change,493718012,47
Body structure (body structure),44217009,Gaseous edema -Prev.pref: Gaseous oedema,Preferred change,493813010,47
Body structure (body structure),44530009,Sulfur granules -Prev.pref: Sulphur granules,Preferred change,493908012,47
Body structure (body structure),44571003,Structure of meridional fibers of ciliary muscle -Prev.pref: Structure of meridional fibres of ciliary muscle,Preferred change,493934016,47
Body structure (body structure),44698007,Cauterisation effect -Prev.pref: Cauterization effect,Preferred change,74566018,47
Body structure (body structure),44763004,Structure of esophageal plexus of thoracic sympathetic nervous system -Prev.pref: Structure of oesophageal plexus of thoracic sympathetic nervous system,Preferred change,494014013,47
Body structure (body structure),44821008,Structure of postganglionic sympathetic fiber -Prev.pref: Structure of postganglionic sympathetic fibre,Preferred change,494034014,47
Body structure (body structure),45002009,Leydig cell tumor -Prev.pref: Leydig cell tumour,Preferred change,197832015,47
Body structure (body structure),45490001,Squamous cell carcinoma&#44; large cell&#44; nonkeratinising -Prev.pref: Squamous cell carcinoma&#44; large cell&#44; nonkeratinizing,Preferred change,75838013,47
Body structure (body structure),45872006,Subepidermal edema -Prev.pref: Subepidermal oedema,Preferred change,494379016,47
Body structure (body structure),45950005,Structure of nerve fiber layer of retina -Prev.pref: Structure of nerve fibre layer of retina,Preferred change,494393011,47
Body structure (body structure),46386005,Occult haemorrhage -Prev.pref: Occult hemorrhage,Preferred change,77334018,47
Body structure (body structure),46585005,Granulosa cell tumor -Prev.pref: Granulosa cell tumour,Preferred change,197975010,47
Body structure (body structure),46710009,Aesthesioneurocytoma -Prev.pref: Esthesioneurocytoma,Preferred change,77851016,47
Body structure (body structure),46920005,Non myelinated nerve fiber -Prev.pref: Non myelinated nerve fibre,Preferred change,494681011,47
Body structure (body structure),47194004,Medulla oblongata external arcuate fibers -Prev.pref: Medulla oblongata external arcuate fibres,Preferred change,494774012,47
Body structure (body structure),47623001,Soft tissue tumor&#44; benign -Prev.pref: Soft tissue tumour&#44; benign,Preferred change,198060019,47
Body structure (body structure),47669001,Haemangiomatosis -Prev.pref: Hemangiomatosis,Preferred change,79442011,47
Body structure (body structure),47720007,Lamina muscularis of esophageal mucous membrane -Prev.pref: Lamina muscularis of oesophageal mucous membrane,Preferred change,198067016,47
Body structure (body structure),47913008,Ring fibers -Prev.pref: Ring fibres,Preferred change,494955014,47
Body structure (body structure),47985009,Structure of celiac lymph node -Prev.pref: Structure of coeliac lymph node,Preferred change,2642795019,47
Body structure (body structure),48100000,Esophageal impression of liver -Prev.pref: Oesophageal impression of liver,Preferred change,80155015,47
Body structure (body structure),48418005,Luteinisation -Prev.pref: Luteinization,Preferred change,80664014,47
Body structure (body structure),48460009,Malignant giant cell tumor of soft parts -Prev.pref: Malignant giant cell tumour of soft parts,Preferred change,198125011,47
Body structure (body structure),49100009,Chronic haemorrhagic inflammation -Prev.pref: Chronic hemorrhagic inflammation,Preferred change,81804017,47
Body structure (body structure),49231007,Muscle fiber large group atrophy -Prev.pref: Muscle fibre large group atrophy,Preferred change,495343018,47
